ticker,LatestQuarter,AssetType,Name,CIK,Exchange,Currency,Country,Sector,Industry,FiscalYearEnd,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,Block
ACAD,2022-03-31,Common Stock,ACADIA Pharmaceuticals Inc,1070494.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,2889579000.0,72721000.0,,-0.42,2.756,0.0,0.0,-1.334,3.0660000000000003,-0.435,-0.44,-0.196,-0.418,493059000.0,225589000.0,-1.334,0.0,0.084,28.78,-,-,5.86,6.21,4.828,-,0.664,28.06,15.16,20.38,20.79,161429000.0,,,
ACAH,2022-03-31,Common Stock,Atlantic Coastal Acquisition Corp,1836274.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,421762000.0,,,,0.003,0.0,0.0,-0.005,0.0,0.0,0.0,-0.0276,0.0,0.0,0.0,-0.005,0.0,0.0,,-,-,-,1.348,-,-,,9.96,9.61,9.77,9.77,34500000.0,,,
ACAHU,2022-03-31,Common Stock,Atlantic Coastal Acquisition Corp Unit,1836274.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,417881000.0,,,,0.003,0.0,0.0,-0.005,0.0,0.0,0.0,-0.0276,0.0,0.0,0.0,-0.005,0.0,0.0,,-,-,-,-,-,-,,10.34,9.1,9.78,9.91,0.0,,,5.0
ACAHW,2022-03-31,Common Stock,Atlantic Coastal Acquisition Corp,1836274.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,417881000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,1.105,0.102,0.0,0.0,0.0,,,5.0
ACAQ,2022-03-31,Common Stock,Athena Consumer Acquisition Corp,1869141.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,320779000.0,,,,0.003,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.26,9.85,10.01,9.96,24060000.0,,,
ACAQ-U,0000-00-00,Common Stock,ACAQ-U,1869141.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,9.97,9.85,0.0,0.0,0.0,,,1.0
ACAQ-WS,0000-00-00,Common Stock,ACAQ-WS,1869141.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,9.97,9.85,0.0,0.0,0.0,,,1.0
ACAX,2022-02-28,Common Stock,Alset Capital Acquisition Corp,1897245.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,November,111199000.0,,,,0.011,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,9.93,9.8,9.88,9.88,9098800.0,,,
ACAXR,0000-00-00,Common Stock,Alset Capital Acquisition Corp. Right,1897245.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,November,,,,,0.011,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.23,0.05,0.0,0.0,0.0,,,1.0
ACAXU,2022-02-28,Common Stock,Alset Capital Acquisition Corp Unit,1897245.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,November,,,,,0.011,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.17,9.94,10.07,10.03,0.0,,,5.0
ACAXW,2022-02-28,Common Stock,Alset Capital Acquisition Corp. Warrant,1897245.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,November,,,,,0.011,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.2,0.0749,0.0,0.0,0.0,,,5.0
ACB,2022-03-31,Common Stock,Aurora Cannabis Inc,1683541.0,NASDAQ,USD,USA,LIFE SCIENCES,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,June,476395000.0,,,,4.857,0.0,0.0,-4.846,1.118,0.0,-0.974,-0.0625,-0.755,225949000.0,-21558000.0,-4.846,-0.917,-0.086,5.16,-,-,2.108,0.436,3.193,-,3.097,10.64,1.5,3.095,5.13,297747000.0,2020-05-11,,
ACBA,2022-03-31,Common Stock,Ace Global Business Acquisition Ltd,1844389.0,NASDAQ,USD,China,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,December,62175000.0,,,,,0.0,0.0,-0.208,0.0,0.0,0.0,-0.0272,0.0,0.0,0.0,-0.208,0.0,0.0,,-,-,-,1.415,-,-,,10.47,9.9,10.23,10.13,6054000.0,,,
ACBAU,2022-03-31,Common Stock,Ace Global Business Acquisition Ltd Unit,1844389.0,NASDAQ,USD,China,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,December,60843000.0,,,,0.009,0.0,0.0,-0.208,0.0,0.0,0.0,-0.0272,0.0,0.0,0.0,-0.208,0.0,0.0,,-,-,-,-,-,-,,11.31,9.76,10.86,10.51,0.0,,,5.0
ACBAW,2022-03-31,Common Stock,Ace Global Business Acquisition Limited,1844389.0,NASDAQ,USD,China,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,December,60540000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.91,0.0334,0.0,0.0,0.0,,,5.0
ACC,2022-03-31,Common Stock,American Campus Communities Inc,1283630.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,December,18053261000.0,465607000.0,162.47,3.27,22.21,1.88,0.0289,0.401,7.08,0.0601,0.191,0.0156,0.0187,983433000.0,498042000.0,0.401,1.4980000000000002,0.176,63.61,162.47,-,18.36,2.91,13.14,28.2,0.8170000000000001,65.22,45.46,62.02,55.0,139483000.0,2022-02-25,2022-02-03,
ACCD,2022-02-28,Common Stock,Accolade Inc,1481646.0,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",February,418572000.0,,,,12.75,0.0,0.0,-1.929,4.857,-0.397,-0.509,-0.112,-0.198,310021000.0,141002000.0,-1.929,0.0,0.583,14.57,-,-,1.35,0.48,1.179,-,,55.47,4.61,10.47,25.07,67294000.0,,,
ACCO,2022-03-31,Common Stock,Acco Brands Corporation,712034.0,NYSE,USD,USA,MANUFACTURING,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",December,702181000.0,260200000.0,5.92,1.17,9.1,0.28,0.0414,1.222,21.47,0.0582,0.0914,0.0385,0.15,2056400000.0,617900000.0,1.222,0.769,0.076,13.75,5.92,4.85,0.342,0.78,0.906,7.04,1.9,9.49,6.89,7.55,8.33,96986000.0,2022-06-22,2022-05-26,
ACDI,2022-03-31,Common Stock,Ascendant Digital Acquisition III Corp,1850316.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,375000000.0,,,,2.262,0.0,0.0,-0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.73,0.0,0.0,,-,-,-,-,-,-,,10.4,9.8,10.0,9.97,30000000.0,,,
ACDI-U,0000-00-00,Common Stock,ACDI-U,1850316.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
ACDI-WS,0000-00-00,Common Stock,ACDI-WS,1850316.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
ACEL,2022-03-31,Common Stock,Accel Entertainment Inc,1698991.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,1048952000.0,130665000.0,22.82,,1.804,0.0,0.0,0.479,8.38,0.0584,0.112,0.0908,0.307,784529000.0,240675000.0,0.479,9.57,0.339,15.75,22.82,16.05,1.337,5.69,1.397,9.05,1.513,14.1,9.85,11.59,12.33,92567000.0,,,
ACER,2022-03-31,Common Stock,Acer Therapeutics Inc,1069308.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,41184400.0,-30604760.0,,,0.151,0.0,0.0,-1.393,0.025,0.0,-51.04,-0.302,-4.73,360000.0,1260000.0,-1.393,0.0,0.0,9.67,-,-,114.4,17.26,72.38,-,1.185,3.77,1.68,2.341,2.374,15310200.0,2017-09-21,,
ACET,2022-03-31,Common Stock,Adicet Bio Inc,1720580.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,June,460051000.0,,,0.82,7.8,0.0,0.0,-1.0490000000000002,1.126,-0.932,-0.92,-0.0715,-0.132,38701000.0,9730000.0,-1.0490000000000002,0.0,0.011,28.5,-,-,11.89,1.424,4.523,-,,21.17,6.25,14.69,12.15,40004400.0,2020-09-16,,
ACEV,2022-03-31,Common Stock,ACE Convergence Acquisition Corp,1813658.0,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,140081000.0,,15.96,,0.174,0.0,0.0,0.629,0.0,0.0,0.0,-0.0188,0.0,0.0,0.0,0.629,8.27,0.0,,15.96,-,-,0.69,-,-,,10.37,9.63,10.04,9.98,8202300.0,,,
ACEVU,2022-03-31,Common Stock,ACE Convergence Acquisition Corp - Units (1 Ord Class A & 1/2 War),1813658.0,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,286350000.0,,16.09,,0.174,0.0,0.0,0.629,0.0,0.0,0.0,-0.0188,0.0,0.0,0.0,0.629,8.27,0.0,,16.09,-,-,-,-,-,,11.62,9.45,10.2,10.27,0.0,,,5.0
ACEVW,2022-03-31,Common Stock,ACE Convergence Acquisition Corp,1813658.0,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,286925000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,2.4,0.162,0.0,0.0,0.0,,,5.0
ACGL,2022-03-31,Common Stock,Arch Capital Group Ltd,947484.0,NASDAQ,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",December,17550461000.0,2054252000.0,9.96,2.24,32.35,0.0,0.0,4.691,23.18,0.214,0.219,0.0272,0.145,8926018000.0,3361999000.0,4.691,-0.5429999999999999,-0.143,56.36,9.96,10.8,1.966,1.424,2.311,-,0.8320000000000001,50.73,36.53,47.12,44.33,375652000.0,,,
ACGLN,2022-03-31,Preferred Stock,Arch Capital Group Ltd,947484.0,NASDAQ,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",December,15297160000.0,2054252000.0,4.276,,32.35,0.0,0.057,4.691,23.18,0.214,0.219,0.0272,0.145,8926018000.0,3361999000.0,4.691,-0.5429999999999999,-0.143,,4.276,-,-,-,-,-,0.8320000000000001,26.11,17.96,19.58,23.54,0.0,2022-09-30,2022-06-14,5.0
ACGLO,2022-03-31,Preferred Stock,Arch Capital Group Ltd ADR,947484.0,NASDAQ,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",December,13524749000.0,2054252000.0,4.945,,32.35,0.0,0.0583,4.691,23.18,0.214,0.219,0.0272,0.145,8926018000.0,3361999000.0,4.691,-0.5429999999999999,-0.143,,4.945,-,1.515,-,-,-,0.8320000000000001,25.61,21.48,23.03,24.92,402939000.0,2022-09-30,2022-06-14,5.0
ACH,2022-03-31,Common Stock,Aluminum Corp of China Ltd ADR,1161611.0,NYSE,USD,China,MANUFACTURING,PRIMARY PRODUCTION OF ALUMINUM,December,11242191000.0,27322812000.0,9.28,0.0,86.5,0.032,0.0,1.2,433.27,0.0194,0.0658,0.0613,0.115,292716872000.0,27603623000.0,1.2,0.655,0.436,14.51,9.28,7.36,0.0384,0.836,0.0775,0.924,2.415,23.9,9.0,12.3,14.89,680907000.0,2011-08-11,2011-04-26,
ACHC,2022-03-31,Common Stock,Acadia Healthcare Company Inc,1520697.0,NASDAQ,USD,USA,LIFE SCIENCES,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",December,6421965000.0,518393000.0,26.71,1.32,28.71,0.0,0.0,2.656,26.73,0.102,0.171,0.0544,0.0988,2379848000.0,979888000.0,2.656,5.12,0.119,81.54,26.71,23.26,2.699,2.443,3.27,15.55,1.2819999999999998,76.69,50.07,69.94,62.25,90527000.0,,,
ACHL,2022-03-31,Common Stock,Achilles Therapeutics PLC ADR,1830749.0,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",December,101112000.0,,,,6.54,0.0,0.0,-1.704,0.0,0.0,0.0,-0.174,-0.29,0.0,0.0,-1.704,0.0,0.0,14.33,-,-,-,0.386,-,1.76,,12.84,1.84,2.535,4.534,40771000.0,,,
ACHR,2022-03-31,Common Stock,Archer Aviation Inc,1824502.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,1154059000.0,,,,2.78,0.0,0.0,-1.99,0.0,0.0,0.0,-0.644,-0.913,0.0,0.0,-1.99,0.0,0.0,10.38,-,-,-,1.261,-,-,,10.72,2.61,4.118,5.58,169478000.0,,,
ACHR-WS,0000-00-00,Common Stock,ACHR-WS,1824502.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.54,5.2,0.0,0.0,0.0,,,1.0
ACHV,2022-03-31,Common Stock,Achieve Life Sciences Inc,949858.0,NASDAQ,USD,USA,LIFE SCIENCES,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,December,66321000.0,-16347000.0,,0.0,2.262,0.0,0.0,-3.656,0.0,0.0,0.0,-0.544,-1.27,0.0,0.0,-3.656,0.0,0.0,31.75,-,-,-,3.117,-,0.358,1.109,10.09,5.62,7.21,7.62,9681900.0,2020-07-31,,
ACI,2022-02-28,Common Stock,Albertsons Companies,1646972.0,NYSE,USD,USA,TRADE & SERVICES,RETAIL-GROCERY STORES,February,16363609000.0,4264500000.0,11.46,1.919,6.2,0.44,0.0155,2.7,153.08,0.0225,0.0365,0.0599,0.448,71887004000.0,21124600000.0,2.7,2.696,0.102,34.94,11.46,9.62,0.228,4.683,0.352,5.2,,37.85,18.52,31.62,31.23,528882000.0,2022-05-10,2022-04-25,
ACII,2022-03-31,Common Stock,Atlas Crest Investment Corp II,1838614.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,423056000.0,,70.07,,0.116,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,-0.519,0.0,,70.07,-,-,1.239,-,-,,9.86,9.61,9.8,9.76,34500000.0,,,
ACII-U,0000-00-00,Common Stock,ACII-U,1838614.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,9.82,9.61,0.0,0.0,0.0,,,1.0
ACII-WS,0000-00-00,Common Stock,ACII-WS,1838614.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,9.82,9.61,0.0,0.0,0.0,,,1.0
ACIU,2022-03-31,Common Stock,AC Immune Ltd,1651625.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,274052000.0,,,0.0,2.565,0.0,0.0,-1.007,0.013,0.0,0.0,-0.217,-0.356,944000.0,-62282000.0,-1.007,0.0,0.098,12.98,-,-,325.58,1.212,74.46,4.911,0.85,8.64,2.46,3.588,5.01,83552000.0,,,
ACIW,2022-03-31,Common Stock,ACI Worldwide Inc,935036.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,3160086000.0,303872000.0,22.36,-3.24,10.64,0.0,0.0,1.231,12.05,0.103,0.175,0.0484,0.12,1408492000.0,731727000.0,1.231,0.6559999999999999,0.133,39.4,22.36,20.53,2.244,2.424,2.836,10.24,1.097,39.46,24.4,27.72,31.32,114787000.0,,,
ACKIT,2022-03-31,Common Stock,Ackrell SPAC Partners I Co Unit,1790121.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,,0.0,0.0,-0.032,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,-0.032,0.0,0.0,,-,-,-,-,-,-,,10.29,9.93,10.25,10.13,0.0,,,5.0
ACKIU,2022-03-31,Common Stock,Ackrell SPAC Partners I Co,1790121.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,,0.0,0.0,-0.032,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,-0.032,0.0,0.0,,-,-,-,-,-,-,,11.35,8.14,10.37,10.34,0.0,,,5.0
ACKIW,2022-03-31,Common Stock,Ackrell SPAC Partners I Co,1790121.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,266028000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.88,0.114,0.0,0.0,0.0,,,5.0
ACLS,2022-03-31,Common Stock,Axcelis Technologies Inc,1113232.0,NASDAQ,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC",December,2046935000.0,161619000.0,17.11,1.23,16.91,0.0,0.0,3.622,21.93,0.1689999999999999,0.213,0.138,0.236,733247000.0,286445000.0,3.622,1.5419999999999998,0.5329999999999999,85.83,17.11,13.48,2.792,3.367,2.227,9.93,1.672,83.74,33.36,60.9,60.24,33020400.0,,,
ACLX,2022-03-31,Common Stock,Arcellx Inc,1786205.0,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",December,467792000.0,,,,6.2,0.0,0.0,-15.5,0.0,0.0,0.0,-0.436,-0.8,0.0,0.0,-15.5,0.0,0.0,31.0,-,-,-,1.258,-,-,,19.93,6.04,11.28,13.58,35736600.0,,,
ACM,2022-03-31,Common Stock,Aecom Technology Corporation,868857.0,NYSE,USD,USA,TRADE & SERVICES,SERVICES-ENGINEERING SERVICES,September,9920612000.0,847692000.0,48.51,0.977,17.99,0.3,0.0086,1.45,92.48,0.0159,0.0511,0.0365,0.113,13242498000.0,798421000.0,1.45,0.096,-0.016,85.6,48.51,19.61,0.749,3.769,0.863,14.14,1.449,79.81,58.13,72.35,70.73,141038000.0,2022-04-22,2022-04-05,
ACMR,2022-03-31,Common Stock,Acm Research Inc,1680062.0,NASDAQ,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC",December,859025000.0,28966000.0,34.74,,11.41,0.0,0.0,0.418,4.431,0.103,0.101,0.0222,0.0579,258205000.0,114856000.0,0.418,0.764,-0.035,31.68,34.74,21.28,3.327,1.213,1.458,11.62,0.764,39.71,11.23,16.34,26.24,54075000.0,,,
ACN,2022-02-28,Common Stock,Accenture plc,1467373.0,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",August,193310556000.0,9511400000.0,30.73,1.829,32.46,3.79,0.0127,9.92,89.46,0.113,0.151,0.127,0.324,56694923000.0,16364128000.0,9.92,0.139,0.245,380.96,30.73,22.68,3.41,8.52,3.057,16.46,1.239,415.05,268.17,309.35,338.88,633401000.0,2022-05-13,2022-04-13,
ACNB,2022-03-31,Common Stock,ACNB Corporation,715579.0,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,December,305878000.0,,11.35,0.0,29.4,1.02,0.0296,3.096,10.6,0.292,0.39,0.01,0.105,92294000.0,93970000.0,3.096,-0.114,-0.072,,11.35,-,3.314,1.079,-,-,0.113,35.77,26.12,33.96,31.1,8707000.0,2022-06-15,2022-05-31,
ACND-WS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOR,2022-03-31,Common Stock,Acorda Therapeutics Inc,1008848.0,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",December,3985700.0,-16363000.0,,0.51,9.61,0.0,0.0,-8.22,10.61,-0.774,-0.5,-0.076,-0.569,122743000.0,78464000.0,-8.22,5.87,-0.219,10.0,-,-,0.0325,0.0603,1.378,2.206,0.455,6.36,0.28,1.141,2.605,13285600.0,2021-01-04,,
ACP-P-A,0000-00-00,Common Stock,ACP-P-A,1503290.0,NYSE,USD,USA,TECHNOLOGY,GENERAL,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,27.41,26.06,0.0,0.0,0.0,,,1.0
ACP-R-W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACQR,2022-03-31,Common Stock,Independence Holdings Corp,1837393.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,606868000.0,,75.31,,0.001,0.0,0.0,0.13,0.0,0.0,0.0,-0.0023,0.0,0.0,0.0,0.13,0.314,0.0,,75.31,-,-,1.291,-,75.16,,10.82,9.63,9.8,9.76,49590900.0,,,
ACQRU,2022-03-31,Common Stock,Independence Holdings Corp Unit,1837393.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,616161000.0,,75.54,,0.001,0.0,0.0,0.13,0.0,0.0,0.0,-0.0023,0.0,0.0,0.0,0.13,0.314,0.0,,75.54,-,-,-,-,-,,10.2,9.76,9.85,9.9,0.0,,,5.0
ACQRW,2022-03-31,Common Stock,Independence Holdings Corp,1837393.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,616161000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,1.68,0.182,0.0,0.0,0.0,,,5.0
ACR,2022-03-31,Common Stock,Acres Commercial Realty Corp,1332551.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,December,90186000.0,,19.55,,52.07,0.0,0.0,0.507,6.95,0.349,0.476,0.0123,0.059,65726000.0,60736000.0,0.507,-0.607,-0.306,17.25,19.55,-,1.372,0.224,-,-,1.884,18.43,9.52,11.81,13.44,9100600.0,2020-04-28,2020-03-30,
ACR-P-C,0000-00-00,Common Stock,ACR-P-C,1332551.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
ACR-P-D,0000-00-00,Common Stock,ACR-P-D,1332551.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,26.0,24.77,0.0,0.0,0.0,,,1.0
ACRE,2022-03-31,Common Stock,Ares Commercial Real Estate,1529377.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,December,786635000.0,,10.84,2.57,14.55,1.32,0.0913,1.3330000000000002,2.199,0.608,0.5920000000000001,0.0265,0.0963,100280000.0,100394000.0,1.3330000000000002,-0.244,-0.005,16.5,10.84,9.53,7.84,0.984,14.84,-,1.224,16.89,13.46,15.26,15.12,54438000.0,2022-07-15,2022-06-29,
ACRO,2022-03-31,Common Stock,Acropolis Infrastructure Acquisition Corp,1847891.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,416587000.0,,,,,0.0,0.0,-0.075,0.0,0.0,0.0,-0.005,0.0,0.0,0.0,-0.075,0.0,0.0,,-,-,-,1.258,-,-,,9.82,9.6,9.7,9.7,34500000.0,,,
ACRO-U,0000-00-00,Common Stock,ACRO-U,1847891.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
ACRO-WS,0000-00-00,Common Stock,ACRO-WS,1847891.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
ACRS,2022-03-31,Common Stock,Aclaris Therapeutics Inc,1557746.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,982749000.0,-134348000.0,,-0.13,2.919,0.0,0.0,-1.36,0.108,0.0,-11.4,-0.236,-0.5529999999999999,6437000.0,-41765000.0,-1.36,0.0,-0.182,34.8,-,-,152.67,4.474,97.47,0.0478,0.687,24.0,9.26,14.17,14.6,66582000.0,,,
ACRX,2022-03-31,Common Stock,AcelRx Pharmaceuticals Inc,1427925.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,33836200.0,-44968000.0,,0.0,-0.233,0.0,0.0,-0.272,0.021,0.0,-13.03,-0.281,0.0,2749000.0,-1748000.0,-0.272,0.0,-0.135,4.25,-,3.621,12.31,-,1.639,0.0082,0.7020000000000001,1.67,0.16,0.249,0.586,147114000.0,,,
ACST,2021-12-31,Common Stock,Acasti Pharma Inc,1444192.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,March,42250900.0,,,0.0,2.508,0.0,0.0,-0.458,0.005,0.0,-83.69,-0.0832,-0.1689999999999999,115000.0,120000.0,-0.458,0.0,0.0,5.06,-,-,367.4,0.383,5.5,0.173,1.462,5.44,0.82,1.067,1.464,44288200.0,,,
